T?i lý s?n	150000	30	1000
T?i cô ??n lý s?n	0	30	1000
Hành tím lý s?n	40000	30	1000
C? ném - hành t?m	150000	30	1000
T?i Phan Rang	80000	30	1000
T?i Hà N?i	100000	30	1000
H?t nêm chay	0	30	1000
??u xanh h?t	70000	30	1000
??u xanh cà	70000	30	1000
??u ?en xanh lòng	70000	30	1000
??u ??	60000	30	1000
??u ph?ng xe	70000	30	1000
